"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","X","X.1","LotShape_2","LotShape_3","LotShape_4","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_NoSewa","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","PavedDrive_P","PavedDrive_Y","OverallQuality_2","OverallQuality_3","OverallQuality_4","OverallQuality_5","OverallQuality_6","OverallQuality_7","OverallQuality_8","OverallQuality_9","OverallQuality_10","OverallCondition_3","OverallCondition_4","OverallCondition_5","OverallCondition_6","OverallCondition_7","OverallCondition_8","OverallCondition_9","ExteriorCondition_Gd","ExteriorCondition_TA","BasementCondition_Fa","BasementCondition_Gd","BasementCondition_NB","KitchenQuality_Ex","KitchenQuality_Fa","KitchenQuality_Gd"
"48",572,7332,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1959,"TA","TA",864,"Y",0,864,1,0,2,"Gd",1,0,"Attchd",1,"Y",0,0,10,2006,120000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"49",90,8070,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1994,"TA","TA",990,"Y",0,990,1,0,3,"TA",1,0,"Attchd",0,"Y",0,0,8,2007,123600,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"50",939,8760,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","Gd",1391,"Y",0,1962,2,1,3,"Gd",1,0,"Attchd",3,"Y",0,90,8,2006,239799,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"51",687,10207,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,2007,"TA","TA",874,"Y",0,1761,3,0,3,"Gd",1,0,"Attchd",2,"Y",0,105,8,2007,227875,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"52",435,1890,4,"Lvl","AllPub","Inside","Gtl","Twnhs",4,7,1972,"Gd","TA",630,"Y",0,630,1,0,1,"TA",1,0,"Attchd",0,"Y",0,0,6,2008,81000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"53",842,10440,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1904,"TA","TA",650,"Y",0,1539,2,0,3,"Gd",1,1,"Detchd",2,"P",0,78,6,2008,157500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"54",393,8339,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1959,"TA","NB",0,"Y",0,882,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,7,2007,106500,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"55",1383,7200,4,"Lvl","AllPub","Corner","Gtl","1Fam",7,7,1920,"TA","TA",1064.51174377224,"Y",0,1517.22206703911,1,1,4,"Gd",1,0,"Detchd",2,"N",0,0,10,2006,157000,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"56",284,9612,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2008,"TA","TA",1468,"Y",0,1468,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,150,12,2009,244600,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"57",288,8125,3,"Lvl","AllPub","Corner","Gtl","1Fam",4,4,1971,"TA","TA",858,"Y",0,858,1,0,3,"TA",1,0,"Attchd",0,"Y",0,0,6,2006,88000,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"58",894,13284,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1954,"TA","TA",1383,"Y",0,1383,1,0,3,"TA",1,1,"Attchd",1,"Y",0,116,6,2008,165000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"59",1451,9000,4,"Lvl","AllPub","FR2","Gtl","Duplex",5,5,1974,"TA","TA",1064.51174377224,"Y",0,1792,2,2,4,"TA",2,0,"Attchd",0,"Y",0,45,9,2009,136000,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"60",1320,10215,4,"Bnk","AllPub","Inside","Gtl","1Fam",4,5,1954,"TA","TA",864,"Y",0,948,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,2,2007,111000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"61",221,8990,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","TA",1498,"Y",0,1498,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,33,4,2006,204900,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"62",1430,12546,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1981,"Gd","TA",1440,"Y",0,1440,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,0,4,2007,182900,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"63",928,9900,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1968,"TA","TA",832,"Y",0,1978,2,1,4,"TA",1,1,"Attchd",2,"Y",0,43,4,2008,176000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"64",88,3951,4,"Lvl","AllPub","Corner","Gtl","TwnhsE",6,5,2009,"TA","TA",612,"Y",0,1224,2,1,2,"Gd",1,0,"Detchd",2,"Y",0,234,6,2009,164500,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"65",754,10240,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2005,"TA","TA",1030,"Y",0,2098,2,1,3,"Ex",1,1,"Attchd",3,"Y",0,52,3,2006,275500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"66",715,13517,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,8,1976,"TA","TA",725,"Y",0,1479,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,44,3,2010,130500,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"67",734,10000,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1961,"TA","TA",864,"Y",0,1144,1,0,3,"TA",1,1,"Attchd",1,"Y",0,0,3,2009,131400,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"68",1065,11000,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,6,1966,"TA","TA",1154,"Y",0,1154,1,1,3,"TA",1,1,"Attchd",2,"Y",0,58,11,2009,154000,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"69",9,6120,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1931,"TA","TA",952,"Y",0,1774,2,0,2,"TA",2,2,"Detchd",2,"Y",0,0,4,2008,129900,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"70",1219,6240,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1947,"TA","NB",0,"N",0,912,1,0,2,"TA",1,0,"Attchd",0,"N",0,0,7,2006,80500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"71",1142,10304,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,7,1976,"Gd","TA",780,"Y",0,1868,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,96,10,2009,197500,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"72",802,4800,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,7,1916,"TA","TA",1196,"Y",0,1196,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,7,2007,109900,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"73",777,11210,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2005,"TA","TA",1614,"Y",0,1614,2,0,3,"Gd",1,0,"Attchd",3,"Y",0,59,7,2006,221500,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"74",950,9360,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1972,"TA","TA",1161,"Y",0,1381,1,1,3,"Gd",1,1,"Attchd",2,"Y",0,0,3,2010,197500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"75",712,8712,4,"HLS","AllPub","Inside","Mod","1Fam",4,7,1900,"TA","TA",859,"Y",0,1178,1,0,2,"TA",1,0,"Detchd",1,"N",0,0,1,2010,102776,NA,NA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"76",355,8400,4,"Bnk","AllPub","Inside","Gtl","1Fam",6,5,1940,"TA","TA",940,"Y",0,1595,1,0,2,"TA",1,2,"Attchd",1,"Y",0,0,6,2006,140000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"77",1150,9000,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,9,1920,"Gd","TA",650,"Y",0,1482,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,7,2009,143000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"78",1080,8775,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1994,"TA","TA",990,"Y",0,990,1,0,3,"TA",1,0,"Attchd",1,"Y",0,64,4,2007,126000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"79",615,1491,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",4,6,1972,"TA","TA",630,"Y",0,630,1,0,1,"TA",1,0,"Attchd",0,"Y",0,24,5,2010,75500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"80",464,11988,3,"HLS","AllPub","Inside","Mod","1Fam",6,7,1934,"TA","TA",715,"Y",0,1660,1,1,3,"TA",1,1,"Detchd",1,"Y",0,0,8,2008,188700,NA,NA,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"81",209,14364,3,"Low","AllPub","Inside","Mod","1Fam",7,5,1988,"TA","TA",1157,"Y",0,2062,2,1,3,"TA",1,1,"Attchd",2,"Y",0,55,4,2007,277000,NA,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"82",500,7535,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1958,"TA","TA",912,"Y",0,912,1,0,2,"TA",1,0,"Attchd",1,"Y",0,285,6,2007,120000,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"83",301,15750,4,"Lvl","AllPub","Corner","Gtl","2fmCon",5,5,1953,"TA","TA",1165,"Y",0,1336,1,0,2,"TA",1,2,"Attchd",1,"Y",0,0,6,2006,157000,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"84",1075,8556,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","TA",1240,"Y",0,1240,2,0,2,"Gd",1,0,"Attchd",3,"Y",0,93,5,2007,194000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"85",885,7150,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1967,"TA","TA",892,"Y",0,892,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,7,2009,100000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"86",95,9337,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1997,"Gd","TA",1064.51174377224,"Y",0,1786,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,162,5,2007,204750,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"87",1431,21930,1,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,2005,"TA","Gd",732,"Y",0,1838,2,1,4,"TA",1,1,"BuiltIn",2,"Y",0,40,7,2006,192140,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"88",1074,7950,3,"Bnk","AllPub","Corner","Gtl","1Fam",6,6,1977,"TA","TA",690,"Y",0,1426,1,1,3,"TA",1,0,"Attchd",2,"Y",0,0,7,2009,159500,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"89",1439,7407,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1957,"TA","TA",912,"Y",0,1236,1,0,2,"TA",1,0,"Attchd",2,"Y",0,158,4,2010,149700,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"90",866,8750,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1970,"TA","TA",1002,"Y",0,1002,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,8,2009,148500,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"91",586,11443,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2005,"TA","TA",1868,"Y",0,2028,2,0,2,"Gd",1,2,"Attchd",3,"Y",0,66,3,2006,369900,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"92",955,9400,3,"Lvl","AllPub","CulDSac","Gtl","Duplex",6,5,1975,"TA","Gd",945,"Y",0,980,2,0,4,"TA",0,0,"Attchd",0,"Y",0,0,10,2006,127500,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"93",364,1680,4,"Lvl","AllPub","Inside","Gtl","Twnhs",6,8,1972,"TA","TA",483,"Y",0,987,1,1,2,"Gd",1,0,"Detchd",1,"Y",0,0,5,2009,118000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"94",723,8120,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,7,1970,"Gd","TA",864,"Y",0,864,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,7,2009,124500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"95",81,13000,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,6,1968,"Gd","TA",896,"Y",0,2142,2,1,4,"Gd",1,1,"Attchd",1,"Y",0,72,6,2009,193500,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"96",969,5925,4,"Lvl","AllPub","Inside","Gtl","1Fam",3,6,1910,"TA","TA",600,"N",0,968,1,0,2,"TA",1,0,"Attchd",0,"Y",0,0,5,2009,37900,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"97",79,10778,4,"Lvl","AllPub","Inside","Gtl","Duplex",4,5,1968,"TA","TA",1768,"N",0,1768,2,0,4,"TA",2,0,"Attchd",0,"Y",0,0,4,2010,136500,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"98",304,9800,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1972,"TA","TA",894,"Y",0,894,1,0,3,"TA",1,0,"Attchd",2,"Y",0,0,7,2006,149900,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"99",389,9382,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,1999,"TA","TA",1468,"Y",0,1479,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,25,7,2008,191000,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"100",990,8125,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","Gd",770,"Y",0,1576,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,50,8,2006,197000,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
